biochemical.chemicalFormula	biochemical.clearance	biochemical.halfLife	biochemical.molecularWeight	biochemical.smiles	biochemical.state	biochemical.volumeOfDistribution	enzymes.PIds	enzymes.genes	enzymes.names	externalLinks	externalLinks.BindingDB	externalLinks.ChEBI	externalLinks.ChEMBL	externalLinks.ChemSpider	externalLinks.Drugs.com	externalLinks.Guide to Pharmacology	externalLinks.Human Metabolome Database	externalLinks.KEGG Compound	externalLinks.KEGG Drug	externalLinks.PDBe Ligand	externalLinks.PDRhealth	externalLinks.PharmGKB	externalLinks.PubChem Compound	externalLinks.PubChem Substance	externalLinks.RxList	externalLinks.RxNav	externalLinks.Therapeutic Targets Database	externalLinks.Wikipedia	externalLinks.ZINC	general.brandNames	general.genericName	general.groups	general.id	general.inChI	general.inChIKey	general.maxPhase	general.summary	general.toxicity	general.type	pathways.links	pathways.names	propertiesAdmet	propertiesAdmet.Ames test	propertiesAdmet.Biodegradation	propertiesAdmet.Blood Brain Barrier	propertiesAdmet.CYP450 1A2 substrate	propertiesAdmet.CYP450 2C19 inhibitor	propertiesAdmet.CYP450 2C9 inhibitor	propertiesAdmet.CYP450 2C9 substrate	propertiesAdmet.CYP450 2D6 inhibitor	propertiesAdmet.CYP450 2D6 substrate	propertiesAdmet.CYP450 3A4 inhibitor	propertiesAdmet.CYP450 3A4 substrate	propertiesAdmet.CYP450 inhibitory promiscuity	propertiesAdmet.Caco-2 permeable	propertiesAdmet.Carcinogenicity	propertiesAdmet.Human Intestinal Absorption	propertiesAdmet.P-glycoprotein inhibitor I	propertiesAdmet.P-glycoprotein inhibitor II	propertiesAdmet.P-glycoprotein substrate	propertiesAdmet.Rat acute toxicity	propertiesAdmet.Renal organic cation transporter	propertiesAdmet.hERG inhibition (predictor I)	propertiesAdmet.hERG inhibition (predictor II)	propertiesExperimental	propertiesExperimental.Caco2 permeability	propertiesExperimental.Radioactivity (mCi/mL)	propertiesExperimental.boiling point (°C)	propertiesExperimental.logP	propertiesExperimental.logS	propertiesExperimental.melting point (°C)	propertiesExperimental.pKa	propertiesExperimental.water solubility	propertiesPredicted.Bioavailability	propertiesPredicted.Ghose Filter	propertiesPredicted.Hydrogen Acceptor Count	propertiesPredicted.Hydrogen Donor Count	propertiesPredicted.MDDR-like Rule	propertiesPredicted.Number of Rings	propertiesPredicted.Physiological Charge	propertiesPredicted.Polar Surface Area	propertiesPredicted.Polarizability	propertiesPredicted.Refractivity	propertiesPredicted.Rotatable Bond Count	propertiesPredicted.Rule of Five	propertiesPredicted.Veber's Rule	propertiesPredicted.Water Solubility	propertiesPredicted.logP	propertiesPredicted.logS	propertiesPredicted.pKa (Strongest Acidic)	propertiesPredicted.pKa (Strongest Basic)	targets.PIds	targets.genes	targets.names
C25H37N5O6	Not Available	Not Available	503.6	C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@]1(CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Not Available	Not Available							CHEMBL3989872	52085607									71249967	347828134				Apimostinel			NRX-1074	Investigational	DB11784	InChI=1S/C25H37N5O6/c1-15(31)19(26)23(35)29-12-6-10-18(29)22(34)30-13-7-11-25(30,14-17-8-4-3-5-9-17)24(36)28-20(16(2)32)21(27)33/h3-5,8-9,15-16,18-20,31-32H,6-7,10-14,26H2,1-2H3,(H2,27,33)(H,28,36)/t15-,16-,18+,19+,20+,25-/m1/s1	DVBUEXCIEIAXPM-PJUQSVSOSA-N	2		Not Available	Small Molecule																																			1	No	7	5	Yes	3	1	179.29 Å2	51.23 Å3	130.85 m3·mol-1	9	No	No	2.35 mg/mL	-1.6	-2.3	12.01	7.61			
C18H31N5O6	Not Available	Not Available	413.475	C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Not Available	Not Available							CHEMBL3544917	25069944									14539800	347828150				Rapastinel	ZINC000071773625		Rapastinel	Investigational	DB11801	InChI=1S/C18H31N5O6/c1-9(24)13(19)18(29)23-8-4-6-12(23)17(28)22-7-3-5-11(22)16(27)21-14(10(2)25)15(20)26/h9-14,24-25H,3-8,19H2,1-2H3,(H2,20,26)(H,21,27)/t9-,10-,11+,12+,13+,14+/m1/s1	GIBQQARAXHVEGD-BSOLPCOYSA-N	3		Not Available	Small Molecule																																			1	No	7	5	No	2	1	179.29 Å2	41.09 Å3	101.51 m3·mol-1	7	Yes	No	37.4 mg/mL	-3.7	-1	11.92	7.61			
C14H17N3O4	Not Available	Not Available	291.307	NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)C1=CC=CC=C1	Not Available	Not Available							CHEMBL560592	17589967									16656685	347828168					ZINC000040836075		Danegaptide	Investigational	DB11821	InChI=1S/C14H17N3O4/c15-7-12(18)17-8-10(6-11(17)14(20)21)16-13(19)9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,19)(H,20,21)/t10-,11+/m1/s1	BIZKIHUJGMSVFD-MNOVXSKESA-N	2		Not Available	Small Molecule																																			1	No	5	3	No	2	0	112.73 Å2	29.07 Å3	74.08 m3·mol-1	4	Yes	No	1.91 mg/mL	-3.3	-2.2	3.32	8.13			
C8H15N3O4	Not Available	Not Available	217.225	C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	Not Available	Not Available						74387	CHEMBL3707366	110464									123935	347828213		1359422			ZINC000002504612		Alanyl glutamine	Investigational	DB11876	InChI=1S/C8H15N3O4/c1-4(9)7(13)11-5(8(14)15)2-3-6(10)12/h4-5H,2-3,9H2,1H3,(H2,10,12)(H,11,13)(H,14,15)/t4-,5-/m0/s1	HJCMDXDYPOUFDY-WHFBIAKZSA-N	4	Alanyl glutamine is a dipeptide consisting of alanine and glutamine used for supplementation.	Not Available	Small Molecule																																			1	No	5	4	No	0	0	135.51 Å2	20.97 Å3	50.41 m3·mol-1	6	Yes	No	12.7 mg/mL	-4.5	-1.2	3.57	8.39			
C25H47N9O5	Not Available	Not Available	553.709	CC[C@H](C)C(NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O	Not Available	Not Available							CHEMBL3545314										71722017	347828216							Dusquetide	Investigational	DB11879	InChI=1S/C25H47N9O5/c1-6-14(4)19(33-21(36)16(26)9-7-11-30-25(28)29)23(38)32-18(13(2)3)24(39)34-12-8-10-17(34)22(37)31-15(5)20(27)35/h13-19H,6-12,26H2,1-5H3,(H2,27,35)(H,31,37)(H,32,38)(H,33,36)(H4,28,29,30)/t14-,15-,16-,17-,18-,19?/m0/s1	ZUJBBVJXXYRPFS-OUROWQTJSA-N	2		Not Available	Small Molecule																																			0	No	9	8	No	1	2	238.62 Å2	59.37 Å3	155.22 m3·mol-1	15	No	No	0.0992 mg/mL	-2.4	-3.8	12.21	11.74			
C27H40N8O7	Not Available	Not Available	588.666	CC(C)[C@@H]1N(C)C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O	Not Available	Not Available					50235980		CHEMBL429876	154046									176873	347828225				Cilengitide	ZINC000003952216		Cilengitide	Investigational	DB11890	InChI=1S/C27H40N8O7/c1-15(2)22-25(41)33-17(10-7-11-30-27(28)29)23(39)31-14-20(36)32-18(13-21(37)38)24(40)34-19(26(42)35(22)3)12-16-8-5-4-6-9-16/h4-6,8-9,15,17-19,22H,7,10-14H2,1-3H3,(H,31,39)(H,32,36)(H,33,41)(H,34,40)(H,37,38)(H4,28,29,30)/t17-,18-,19+,22-/m0/s1	AMLYAMJWYAIXIA-VWNVYAMZSA-N	3		Not Available	Small Molecule																																			0	No	10	8	No	2	0	235.91 Å2	59.8 Å3	159.97 m3·mol-1	9	No	No	0.144 mg/mL	-3.7	-3.6	3.59	12.02			
C36H53N7O6	One cycle of hemodialysis reduces difelikefalin plasma concentrations by 70-80% and no detectable drug remains after two cycles.4	The half-life of difelikefalin in hemodialysis patients prior to dialysis ranges between 23 and 31 hours.4	679.863	CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O	Solid	The mean volume of distribution of difelikefalin is approximately 238 mL/kg.4					235785		CHEMBL3989915	44208824									24794466	347828265		2569089		Difelikefalin		Korsuva	Difelikefalin	Approved, Investigational	DB11938	InChI=1S/C36H53N7O6/c1-24(2)21-29(32(45)40-28(15-9-10-18-37)34(47)43-19-16-36(39,17-20-43)35(48)49)42-33(46)30(23-26-13-7-4-8-14-26)41-31(44)27(38)22-25-11-5-3-6-12-25/h3-8,11-14,24,27-30H,9-10,15-23,37-39H2,1-2H3,(H,40,45)(H,41,44)(H,42,46)(H,48,49)/t27-,28-,29-,30-/m1/s1	FWMNVWWHGCHHJJ-SKKKGAJSSA-N	3	Difelikefalin is a kappa opioid receptor agonist used in the treatment of pruritus associated with chronic kidney disease in patients undergoing hemodialysis.	In clinical studies, single doses of up to 12 times (and multiple doses of up to 5 times) the recommended dosage of difelikefalin were administered in subjects undergoing hemodialysis.4 These patients experienced a dose-dependent increase in adverse reactions, including gastrointestinal effects and CNS depressant effects. In the event of overdosage, difelikefalin is dialyzable - 4 hours of high-flux hemodialysis effectively clears approximately 70-80% of the drug from plasma, and levels are likely to be undetectable following a second cycle.4	Small Molecule																																		Soluble	0	No	9	7	Yes	3	2	222.97 Å2	74.6 Å3	185.74 m3·mol-1	18	No	No	0.0103 mg/mL	-1.7	-4.8	1.92	10.26	P41145	OPRK1	1. Kappa-type opioid receptor
C30H49N9O9	Not Available	Not Available	679.776	CC(C)C(NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	Not Available	Not Available						135870	CHEMBL156025	26232604									451417	347828316		40230		Thymopentin			Thymopentin	Investigational	DB11996	InChI=1S/C30H49N9O9/c1-16(2)24(28(46)38-22(29(47)48)14-17-8-10-18(40)11-9-17)39-27(45)21(15-23(41)42)37-26(44)20(7-3-4-12-31)36-25(43)19(32)6-5-13-35-30(33)34/h8-11,16,19-22,24,40H,3-7,12-15,31-32H2,1-2H3,(H,36,43)(H,37,44)(H,38,46)(H,39,45)(H,41,42)(H,47,48)(H4,33,34,35)/t19-,20-,21-,22-,24?/m0/s1	PSWFFKRAVBDQEG-XXTQFKTOSA-N	3		Not Available	Small Molecule																																			0	No	14	11	No	1	1	327.67 Å2	70.84 Å3	171.76 m3·mol-1	22	No	No	0.0662 mg/mL	-6.3	-4	3.2	11.29			
C31H42N6O7	Not Available	Not Available	610.712	CC(C)C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)C(C)C	Not Available	Not Available					50197954	2965	CHEMBL314691	391535				C11587					443289	347828364				BQ-123	ZINC000003926620		BQ-123	Investigational	DB12054	InChI=1S/C31H42N6O7/c1-16(2)12-21-27(40)33-22(13-18-15-32-20-9-6-5-8-19(18)20)28(41)35-23(14-25(38)39)31(44)37-11-7-10-24(37)29(42)36-26(17(3)4)30(43)34-21/h5-6,8-9,15-17,21-24,26,32H,7,10-14H2,1-4H3,(H,33,40)(H,34,43)(H,35,41)(H,36,42)(H,38,39)/t21-,22+,23+,24-,26+/m0/s1	VYCMAAOURFJIHD-PJNXIOHISA-N	2		Not Available	Small Molecule																																			0	No	7	6	Yes	4	-1	189.8 Å2	62.8 Å3	158.59 m3·mol-1	7	No	No	0.13 mg/mL	0.84	-3.7	4.04				
C26H33FN4O3S	Not Available	Not Available	500.63	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C1=NC(=CS1)C(=O)C1=CC=C(F)C=C1	Not Available	Not Available					50441356		CHEMBL2431768	30687709									24737642	347828391					ZINC000095929260		LCL-161	Investigational	DB12085	InChI=1S/C26H33FN4O3S/c1-16(28-2)24(33)30-22(17-7-4-3-5-8-17)26(34)31-14-6-9-21(31)25-29-20(15-35-25)23(32)18-10-12-19(27)13-11-18/h10-13,15-17,21-22,28H,3-9,14H2,1-2H3,(H,30,33)/t16-,21-,22-/m0/s1	UFPFGVNKHCLJJO-SSKFGXFMSA-N	2		Not Available	Small Molecule																																			1	No	5	2	Yes	4	1	91.4 Å2	53 Å3	132.04 m3·mol-1	8	No	No	0.00313 mg/mL	3.78	-5.2	11.87	8.6			
C29H36N6O4S	Not Available	Not Available	564.71	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NC1=C(N=C(S1)C1=NC=CO1)C1=CC=CC=C1	Not Available	Not Available								35308299									71600094	347828595					ZINC000206792055		GDC-0917	Investigational	DB12336	InChI=1S/C29H36N6O4S/c1-18(30-2)24(36)32-23(20-12-7-4-8-13-20)29(38)35-16-9-14-21(35)25(37)34-27-22(19-10-5-3-6-11-19)33-28(40-27)26-31-15-17-39-26/h3,5-6,10-11,15,17-18,20-21,23,30H,4,7-9,12-14,16H2,1-2H3,(H,32,36)(H,34,37)/t18-,21-,23-/m0/s1	HSHPBORBOJIXSQ-HARLFGEKSA-N	1		Not Available	Small Molecule																																			1	No	6	3	Yes	5	1	129.46 Å2	61.29 Å3	171.74 m3·mol-1	9	No	No	0.0281 mg/mL	3.25	-4.3	9.92	8.58			
C19H27N3O4	Not Available	Not Available	361.442	CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@H]1C2=CC=CC=C2CCN(C)C1=O	Not Available	Not Available					28944	131158	CHEMBL520733	8019465						ESF			9843750	347828702				Semagacestat	ZINC000003989041		Semagacestat	Investigational	DB12463	InChI=1S/C19H27N3O4/c1-11(2)16(23)18(25)20-12(3)17(24)21-15-14-8-6-5-7-13(14)9-10-22(4)19(15)26/h5-8,11-12,15-16,23H,9-10H2,1-4H3,(H,20,25)(H,21,24)/t12-,15-,16-/m0/s1	PKXWXXPNHIWQHW-RCBQFDQVSA-N	3		Not Available	Small Molecule																																			1	Yes	4	3	No	2	0	98.74 Å2	38.39 Å3	97.22 m3·mol-1	5	Yes	No	1.16 mg/mL	0.39	-2.5	11.91	-3.7			
C36H60N10O12	Not Available	Not Available	824.934	CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(O)=O	Not Available	Not Available							CHEMBL2103826	8008132									9832404	347828827					ZINC000085540112		Davunetide	Investigational	DB12613	InChI=1S/C36H60N10O12/c1-6-18(4)28(35(56)46-14-8-9-23(46)31(52)41-21(36(57)58)11-12-25(38)48)44-30(51)22(16-47)42-33(54)27(17(2)3)43-32(53)24-10-7-13-45(24)34(55)19(5)40-29(50)20(37)15-26(39)49/h17-24,27-28,47H,6-16,37H2,1-5H3,(H2,38,48)(H2,39,49)(H,40,50)(H,41,52)(H,42,54)(H,43,53)(H,44,51)(H,57,58)/t18-,19-,20-,21-,22-,23-,24-,27-,28-/m0/s1	DWLTUUXCVGVRAV-XWRHUKJGSA-N	3		Not Available	Small Molecule																																			0	No	13	10	No	2	0	355.85 Å2	82.56 Å3	201.56 m3·mol-1	22	No	No	0.343 mg/mL	-7.5	-3.4	3.33	7.05			
C27H35N5O7S	Not Available	The half life of metenkefalin is 4.2-39 minutes.7	573.67	CSCC[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(O)=O	Not Available	Not Available	Q8N4T0	CPA6	1. Carboxypeptidase A6		50019056	6618	CHEMBL13786	391597				C11684					443363	347828872		1349278		Met-enkephalin	ZINC000004102171		Metenkefalin	Investigational	DB12668	InChI=1S/C27H35N5O7S/c1-40-12-11-21(27(38)39)32-26(37)22(14-17-5-3-2-4-6-17)31-24(35)16-29-23(34)15-30-25(36)20(28)13-18-7-9-19(33)10-8-18/h2-10,20-22,33H,11-16,28H2,1H3,(H,29,34)(H,30,36)(H,31,35)(H,32,37)(H,38,39)/t20-,21-,22-/m0/s1	YFGBQHOOROIVKG-FKBYEOEOSA-N	3	Metenkefalin is an investigational endogenous opioid being studied for the treatment of COVID-19.	Data regarding overdoses of metenkefalin are not readily available.7 Animal overdose studies have not determined an LD50.7	Small Molecule																																			0	No	8	7	No	2	0	199.95 Å2	58.85 Å3	149.01 m3·mol-1	16	No	No	0.0196 mg/mL	-2.5	-4.5	3.61	7.73	P41143;!P35372	OPRD1;!OPRM1	1. Delta-type opioid receptor;!2. Mu-type opioid receptor
C39H67N5O6	Not Available	Not Available	701.994	CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCC1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C	Not Available	Not Available							CHEMBL3989512	5293519									6918315	347828881					ZINC000003951627		Soblidotin	Investigational	DB12677	InChI=1S/C39H67N5O6/c1-13-27(6)35(43(10)39(48)33(25(2)3)41-38(47)34(26(4)5)42(8)9)31(49-11)24-32(45)44-23-17-20-30(44)36(50-12)28(7)37(46)40-22-21-29-18-15-14-16-19-29/h14-16,18-19,25-28,30-31,33-36H,13,17,20-24H2,1-12H3,(H,40,46)(H,41,47)/t27-,28+,30-,31+,33-,34-,35-,36+/m0/s1	DZMVCVHATYROOS-ZBFGKEHZSA-N	2		Not Available	Small Molecule																																			0	No	7	2	No	2	1	120.52 Å2	80.46 Å3	197.97 m3·mol-1	20	No	No	0.00826 mg/mL	4.4	-4.9	12.7	8.03			
C16H26N2O6S2	Not Available	Not Available	406.51	C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)CCCC[C@@H]1CCSS1)C(O)=O	Not Available	Not Available							CHEMBL3099551	31125664									49802864	347828972					ZINC000034636021		CMX-2043	Investigational	DB12795	InChI=1S/C16H26N2O6S2/c1-10(16(23)24)17-15(22)12(6-7-14(20)21)18-13(19)5-3-2-4-11-8-9-25-26-11/h10-12H,2-9H2,1H3,(H,17,22)(H,18,19)(H,20,21)(H,23,24)/t10-,11+,12-/m0/s1	MQXRTCVZPIHBLD-TUAOUCFPSA-N	2		Not Available	Small Molecule																																			1	Yes	6	4	No	1	-2	132.8 Å2	41.75 Å3	99.76 m3·mol-1	12	Yes	No	0.0852 mg/mL	0.69	-3.7	3.5	-1.3			
C26H42N6O12S2	Not Available	Not Available	694.77	CSCC[C@H](NC=O)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O	Not Available	Not Available						125492		34979857									44628955	347829167					ZINC000068077856		Foxy-5	Investigational	DB13034	InChI=1S/C26H42N6O12S2/c1-13(2)8-17(26(43)44)32-24(41)15(4-5-20(35)36)30-25(42)18(11-45)29-19(34)10-27-22(39)16(9-21(37)38)31-23(40)14(28-12-33)6-7-46-3/h12-18,45H,4-11H2,1-3H3,(H,27,39)(H,28,33)(H,29,34)(H,30,42)(H,31,40)(H,32,41)(H,35,36)(H,37,38)(H,43,44)/t14-,15-,16-,17-,18-/m0/s1	WFZPJYYCTSHDJI-ATIWLJMLSA-N	1		Not Available	Small Molecule																																			0	No	12	10	No	0	-3	286.5 Å2	67.64 Å3	162.76 m3·mol-1	23	No	No	0.033 mg/mL	-3.1	-4.3	3.39				
C28H39N7O9	Not Available	Not Available	617.66	C[C@@H](NC(=O)CNC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@H]1CCCN1C(=O)[C@@H](CC1=CC=C(O)C=C1)NC(C)=O)C(=O)NCC(N)=O	Not Available	Not Available							CHEMBL450656	8114558									9938933	347829195				Rotigaptide	ZINC000014175498		Rotigaptide	Investigational	DB13067	InChI=1S/C28H39N7O9/c1-15(25(41)30-12-23(29)39)32-24(40)13-31-26(42)22-11-19(38)14-35(22)28(44)21-4-3-9-34(21)27(43)20(33-16(2)36)10-17-5-7-18(37)8-6-17/h5-8,15,19-22,37-38H,3-4,9-14H2,1-2H3,(H2,29,39)(H,30,41)(H,31,42)(H,32,40)(H,33,36)/t15-,19+,20-,21-,22-/m1/s1	GFJRASPBQLDRRY-TWTQBQJDSA-N	-Infinity		Not Available	Small Molecule																																			0	No	9	7	Yes	3	0	240.57 Å2	62.08 Å3	152.56 m3·mol-1	12	No	No	1.56 mg/mL	-4.6	-2.6	9.5	-1.9			
C16H24N2O6	Not Available	Not Available	340.376	OC(=O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(O)=O	Not Available	Not Available							CHEMBL25263	111662						GHE			125516	347829211					ZINC000003972138		Miridesap	Investigational	DB13087	InChI=1S/C16H24N2O6/c19-13(17-9-3-5-11(17)15(21)22)7-1-2-8-14(20)18-10-4-6-12(18)16(23)24/h11-12H,1-10H2,(H,21,22)(H,23,24)/t11-,12-/m1/s1	HZLAWYIBLZNRFZ-VXGBXAGGSA-N	2		Not Available	Small Molecule																																			1	Yes	6	2	No	2	-2	115.22 Å2	34.82 Å3	82.71 m3·mol-1	7	Yes	No	9.95 mg/mL	-0.037	-1.5	3.5	-0.77			
C14H27N3O2	Not Available	Not Available	269.389	CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C	Not Available	Not Available						135110	CHEMBL159776	46801														Pramiracetam	ZINC000001856108		Pramiracetam	Approved	DB13247	InChI=1S/C14H27N3O2/c1-11(2)17(12(3)4)9-7-15-13(18)10-16-8-5-6-14(16)19/h11-12H,5-10H2,1-4H3,(H,15,18)	ZULJGOSFKWFVRX-UHFFFAOYSA-N			Not Available	Small Molecule																																			1	Yes	3	1	No	1	1	52.65 Å2	30.8 Å3	76.31 m3·mol-1	7	Yes	No	5.31 mg/mL	0.1	-1.7	15.85	9.61			
C18H26N2O4	Not Available	Not Available	334.416	CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1	Not Available	Not Available					50014888	32058	CHEMBL316561	4753												8730		Proglumide			Proglumide	Experimental	DB13431	InChI=1S/C18H26N2O4/c1-3-12-20(13-4-2)18(24)15(10-11-16(21)22)19-17(23)14-8-6-5-7-9-14/h5-9,15H,3-4,10-13H2,1-2H3,(H,19,23)(H,21,22)	DGMKFQYCZXERLX-UHFFFAOYSA-N			Not Available	Small Molecule																																			1	Yes	4	2	No	1	-1	86.71 Å2	36.7 Å3	91.56 m3·mol-1	10	Yes	No	0.145 mg/mL	2.14	-3.4	4.42	-1.2			
C22H31N5O4	Not Available	Not Available	429.5126	[H][C@]1(CCN1C(=O)[C@H](NCC(O)=O)C1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N	Not Available	Not Available					29388	43966	CHEMBL266349	159822					D07143	MEL								Ximelagatran	ZINC000003809827		Melagatran	Experimental	DB13616	InChI=1S/C22H31N5O4/c23-20(24)16-8-6-14(7-9-16)12-26-21(30)17-10-11-27(17)22(31)19(25-13-18(28)29)15-4-2-1-3-5-15/h6-9,15,17,19,25H,1-5,10-13H2,(H3,23,24)(H,26,30)(H,28,29)/t17-,19+/m0/s1	DKWNMCUOEDMMIN-PKOBYXMFSA-N			Not Available	Small Molecule																																			1	No	7	5	Yes	3	1	148.61 Å2	46.84 Å3	125.7 m3·mol-1	9	Yes	No	0.117 mg/mL	-1.3	-3.6	3.2	11.48			
C34H62N8O7	Not Available	Not Available	694.919	[H]N([H])C(=O)CC[C@H](N([H])C(=O)CN([H])C(=O)CCCCCCCCCCCCCCC)C(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](CCCN=C(N([H])[H])N([H])[H])C(O)=O	Not Available	Not Available								8253946												1314277			ZINC000163851498		Palmitoyl tetrapeptide-7	Experimental	DB14137	InChI=1S/C34H62N8O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-19-29(44)39-24-30(45)40-25(20-21-28(35)43)32(47)42-23-16-18-27(42)31(46)41-26(33(48)49)17-15-22-38-34(36)37/h25-27H,2-24H2,1H3,(H2,35,43)(H,39,44)(H,40,45)(H,41,46)(H,48,49)(H4,36,37,38)/t25-,26-,27-/m0/s1	IHRKJQSLKLYWBQ-QKDODKLFSA-N			Not Available	Small Molecule																																			0	No	10	7	No	1	0	252.4 Å2	79.54 Å3	185.21 m3·mol-1	28	No	No	0.00556 mg/mL	0.045	-5.1	3.54	11.23			
C21H28N2O5	Not Available	Not Available	388.4574	[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(O)=O	Not Available	Not Available						77363	CHEMBL1201365	4576531			HMDB0060579			X92						1546377			ZINC000004217399		Ramiprilat	Experimental	DB14208	InChI=1S/C21H28N2O5/c1-13(22-16(20(25)26)11-10-14-6-3-2-4-7-14)19(24)23-17-9-5-8-15(17)12-18(23)21(27)28/h2-4,6-7,13,15-18,22H,5,8-12H2,1H3,(H,25,26)(H,27,28)/t13-,15-,16-,17-,18-/m0/s1	KEDYTOTWMPBSLG-HILJTLORSA-N			Not Available	Small Molecule																																			1	Yes	6	3	Yes	3	-1	106.94 Å2	40.37 Å3	101.67 m3·mol-1	8	Yes	No	0.214 mg/mL	-0.18	-3.3	3.13	8.05			
C22H30N2O5	Not Available	Not Available	402.484	[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1[C@@]([H])(C[C@@]2([H])CCCC[C@]12[H])C(O)=O	Not Available	Not Available						141521	CHEMBL1201387	4576532			HMDB0060583			X93						1546379			ZINC000003784432		Trandolaprilat	Experimental	DB14209	InChI=1S/C22H30N2O5/c1-14(23-17(21(26)27)12-11-15-7-3-2-4-8-15)20(25)24-18-10-6-5-9-16(18)13-19(24)22(28)29/h2-4,7-8,14,16-19,23H,5-6,9-13H2,1H3,(H,26,27)(H,28,29)/t14-,16+,17-,18-,19-/m0/s1	AHYHTSYNOHNUSH-HXFGRODQSA-N			Not Available	Small Molecule																																			1	Yes	6	3	Yes	3	-1	106.94 Å2	42.91 Å3	106.27 m3·mol-1	8	Yes	No	0.0834 mg/mL	0.19	-3.7	3.13	8.04			
C17H28N2O5	Not Available	Not Available	340.4146	[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(O)=O)[C@@]1([H])CCCC2)C(O)=O	Not Available	Not Available						132041	CHEMBL1201368	65017			HMDB0060574			X94						1546400			ZINC000004217270		Perindoprilat	Experimental	DB14213	InChI=1S/C17H28N2O5/c1-3-6-12(16(21)22)18-10(2)15(20)19-13-8-5-4-7-11(13)9-14(19)17(23)24/h10-14,18H,3-9H2,1-2H3,(H,21,22)(H,23,24)/t10-,11-,12-,13-,14-/m0/s1	ODAIHABQVKJNIY-PEDHHIEDSA-N			Not Available	Small Molecule																																			1	No	6	3	No	2	-1	106.94 Å2	35.8 Å3	86.18 m3·mol-1	7	Yes	No	7.2 mg/mL	-0.85	-1.7	3.08	8.06			
